1,1,1,1
2,1,1,2
3,1,1,3
4,1,1,4
5,1,1,5
6,1,1,6
7,1,1,7
8,1,1,8
9,1,1,9
10,1,1,10
11,1,1,11
12,1,1,12
13,1,1,13
14,1,1,14
15,1,1,15
16,1,1,16
17,2,1,1
18,2,1,2
19,2,1,3
20,2,1,4
21,2,1,5
22,2,1,6
23,2,1,7
24,2,1,8
25,2,1,9
26,2,1,10
27,2,1,11
28,2,1,12
29,2,1,13
30,2,1,14
31,2,1,15
32,2,1,16
33,3,1,1
34,3,1,2
35,3,1,3
36,3,1,4
37,3,1,5
38,3,1,6
39,3,1,7
40,3,1,8
41,3,1,9
42,3,1,10
43,3,1,11
44,3,1,12
45,4,1,1
46,4,1,2
47,4,1,3
48,4,1,4
49,4,1,5
50,4,1,6
51,4,1,7
52,4,1,8
53,4,1,9
54,4,1,10
55,4,1,11
56,4,1,12
57,4,1,13
58,4,1,14
59,4,1,15
60,4,1,16
61,4,1,17
62,4,1,18
63,4,1,19
64,4,1,20
65,5,1,1
66,5,1,2
67,5,1,3
68,5,1,4
69,5,1,5
70,5,1,6
71,5,1,7
72,5,1,8
73,5,1,9
74,5,1,10
75,5,1,11
76,5,1,12
77,5,1,13
78,5,1,14
79,5,1,15
80,5,1,16
81,5,1,17
82,5,1,18
83,5,1,19
84,5,1,20
85,5,1,21
86,5,1,22
87,5,1,23
88,5,1,24
89,5,1,25
90,5,1,26
91,5,1,27
92,5,1,28
93,5,1,29
94,5,1,30
95,5,1,31
96,5,1,32
97,5,1,33
98,5,1,34
99,5,1,35
100,5,1,36
101,5,1,37
102,5,1,38
103,5,1,39
104,5,1,40
105,6,1,1
106,6,1,2
107,6,1,3
108,6,1,4
109,6,1,5
110,6,1,6
111,6,1,7
112,6,1,8
113,6,1,9
114,6,1,10
115,6,1,11
116,6,1,12
117,6,1,13
118,6,1,14
119,6,1,15
120,6,1,16
121,7,1,1
122,7,1,2
123,7,1,3
124,7,1,4
125,7,1,5
126,7,1,6
127,7,1,7
128,7,1,8
129,7,1,9
130,7,1,10
131,7,1,11
132,7,1,12
133,8,1,1
134,8,1,2
135,8,1,3
136,8,1,4
137,8,1,5
138,8,1,6
139,8,1,7
140,8,1,8
141,8,1,9
142,8,1,10
143,9,1,1
144,9,1,2
145,9,1,3
146,9,1,4
147,9,1,5
148,9,1,6
149,9,1,7
150,9,1,8
151,9,1,9
152,9,1,10
153,9,1,11
154,9,1,12
155,9,1,13
156,9,1,14
157,9,1,15
158,9,1,16
159,9,1,17
160,9,1,18
161,9,1,19
162,9,1,20
163,9,1,21
164,9,1,22
165,9,1,23
166,9,1,24
167,9,1,25
168,9,1,26
169,9,1,27
170,9,1,28
171,9,1,29
172,9,1,30
173,9,1,31
174,9,1,32
175,9,1,33
176,9,1,34
177,9,1,35
178,9,1,36
179,9,1,37
180,10,1,1
181,10,1,2
182,10,1,3
183,10,1,4
184,10,1,5
185,10,1,6
186,10,1,7
187,10,1,8
188,10,1,9
189,10,1,10
190,10,1,11
191,10,1,12
192,10,1,13
193,10,1,14
194,10,1,15
195,10,1,16
196,11,1,1
197,11,1,2
198,11,1,3
199,11,1,4
200,11,1,5
201,11,1,6
202,11,1,7
203,11,1,8
204,11,1,9
205,11,1,10
206,11,1,11
207,11,1,12
208,11,1,13
209,11,1,14
210,11,1,15
211,11,1,16
212,12,1,1
213,12,1,2
214,12,1,3
215,12,1,4
216,12,1,5
217,12,1,6
218,12,1,7
219,12,1,8
220,12,1,9
221,12,1,10
222,12,1,11
223,12,1,12
224,13,1,1
225,13,1,2
226,13,1,3
227,13,1,4
228,13,1,5
229,13,1,6
230,13,1,7
231,13,1,8
232,13,1,9
233,13,1,10
234,13,1,11
235,13,1,12
236,13,1,13
237,13,1,14
238,13,1,15
239,13,1,16
240,13,1,17
241,13,1,18
242,13,1,19
243,14,1,1
244,14,1,2
245,14,1,3
246,14,1,4
247,14,1,5
248,14,1,6
249,14,1,7
250,14,1,8
251,14,1,9
252,14,1,10
253,14,1,11
254,14,1,12
255,15,1,1
256,15,1,2
257,15,1,3
258,15,1,4
259,15,1,5
260,15,1,6
261,15,1,7
262,15,1,8
263,15,1,9
264,15,1,10
265,15,1,11
266,15,1,12
267,15,1,13
268,15,1,14
269,15,1,15
270,15,1,16
271,16,1,1
272,16,1,2
273,16,1,3
274,16,1,4
275,16,1,5
276,16,1,6
277,16,1,7
278,16,1,8
279,16,1,9
280,16,1,10
281,16,1,11
282,16,1,12
283,17,1,1
284,17,1,2
285,17,1,3
286,17,1,4
287,17,1,5
288,17,1,6
289,17,1,7
290,17,1,8
291,17,1,9
292,17,1,10
293,17,1,11
294,17,1,12
295,17,1,13
296,17,1,14
297,17,1,15
298,17,1,16
299,17,1,17
300,17,1,18
301,17,1,19
302,17,1,20
303,17,1,21
304,17,1,22
305,17,1,23
306,17,1,24
307,17,1,25
308,17,1,26
309,17,1,27
310,17,1,28
311,17,1,29
312,17,1,30
313,18,1,1
314,18,1,2
315,18,1,3
316,18,1,4
317,18,1,5
318,18,1,6
319,18,1,7
320,18,1,8
321,18,1,9
322,18,1,10
323,19,1,1
324,19,1,2
325,19,1,3
326,19,1,4
327,19,1,5
328,19,1,6
329,19,1,7
330,19,1,8
331,19,1,9
332,19,1,10
333,19,1,11
334,19,1,12
335,19,1,13
336,19,1,14
337,19,1,15
338,19,1,16
339,19,1,17
340,19,1,18
341,19,1,19
342,19,1,20
343,19,1,21
344,19,1,22
345,19,1,23
346,19,1,24
347,19,1,25
348,19,1,26
349,19,1,27
350,19,1,28
351,19,1,29
352,19,1,30
353,19,1,31
354,19,1,32
355,19,1,33
356,19,1,34
357,19,1,35
358,19,1,36
359,19,1,37
360,20,1,1
361,20,1,2
362,20,1,3
363,20,1,4
364,20,1,5
365,20,1,6
366,20,1,7
367,20,1,8
368,20,1,9
369,20,1,10
370,20,1,11
371,20,1,12
372,20,1,13
373,20,1,14
374,20,1,15
375,20,1,16
376,20,1,17
377,20,1,18
378,20,1,19
379,20,1,20
380,20,1,21
381,20,1,22
382,20,1,23
383,20,1,24
384,20,1,25
385,20,1,26
386,20,1,27
387,20,1,28
388,20,1,29
389,20,1,30
390,20,1,31
391,20,1,32
392,20,1,33
393,20,1,34
394,20,1,35
395,20,1,36
396,20,1,37
397,20,1,38
398,20,1,39
399,20,1,40
400,20,1,41
401,21,1,1
402,21,1,2
403,21,1,3
404,21,1,4
405,21,1,5
406,21,1,6
407,21,1,7
408,21,1,8
409,21,1,9
410,21,1,10
411,21,1,11
412,21,1,12
413,21,1,13
414,21,1,14
415,21,1,15
416,21,1,16
417,22,1,1
418,22,1,2
419,22,1,3
420,22,1,4
421,22,1,5
422,22,1,6
423,22,1,7
424,22,1,8
425,22,1,9
426,22,1,10
427,22,1,11
428,22,1,12
429,22,1,13
430,22,1,14
431,22,1,15
432,22,1,16
433,23,1,1
434,23,1,2
435,23,1,3
436,23,1,4
437,23,1,5
438,23,1,6
439,23,1,7
440,23,1,8
441,23,1,9
442,23,1,10
443,23,1,11
444,23,1,12
445,24,1,1
446,24,1,2
447,24,1,3
448,24,1,4
449,24,1,5
450,24,1,6
451,24,1,7
452,24,1,8
453,24,1,9
454,24,1,10
455,24,1,11
456,24,1,12
457,24,1,13
458,24,1,14
459,24,1,15
460,24,1,16
461,24,1,17
462,25,1,1
463,25,1,2
464,25,1,3
465,25,1,4
466,25,1,5
467,25,1,6
468,25,1,7
469,26,1,1
470,26,1,2
471,26,1,3
472,26,1,4
473,26,1,5
474,26,1,6
475,26,1,7
476,26,1,8
477,26,1,9
478,26,1,10
479,26,1,11
480,26,1,12
481,26,1,13
482,26,1,14
483,26,1,15
484,26,1,16
485,26,1,16
486,26,1,16
487,26,1,17
488,26,1,18
489,26,1,19
490,26,1,20
491,27,1,1
492,27,1,2
493,27,1,3
494,27,1,4
495,27,1,5
496,27,1,6
497,27,1,7
498,27,1,8
499,27,1,9
500,27,1,10
501,27,1,11
502,27,1,12
503,28,1,1
504,28,1,2
505,28,1,3
506,28,1,4
507,28,1,5
508,28,1,6
509,28,1,7
510,28,1,8
511,28,1,9
512,28,1,10
513,28,1,11
514,28,1,12
515,28,1,13
516,28,1,14
517,28,1,15
518,28,1,16
519,29,1,1
520,29,1,2
521,29,1,3
522,29,1,4
523,29,1,5
524,29,1,6
525,29,1,7
526,29,1,8
527,30,1,1
528,30,1,2
529,30,1,3
530,30,1,4
531,30,1,5
532,30,1,6
533,30,1,7
534,30,1,8
535,30,1,9
536,30,1,10
537,30,1,11
538,30,1,12
539,30,1,13
540,30,1,14
541,30,1,15
542,31,1,1
543,31,1,2
544,31,1,3
545,31,1,4
546,31,1,5
547,31,1,6
548,31,1,7
549,31,1,8
550,31,1,9
551,31,1,10
552,31,1,11
553,31,1,12
554,32,1,1
555,32,1,2
556,32,1,3
557,32,1,4
558,32,1,5
559,32,1,6
560,32,1,7
561,32,1,8
562,32,1,9
563,32,1,10
564,32,1,11
565,32,1,12
566,32,1,13
567,32,1,14
568,32,1,15
569,32,1,16
570,32,1,17
571,32,1,18
572,32,1,19
573,32,1,20
574,32,1,21
575,32,1,22
576,32,1,23
577,32,1,24
578,32,1,25
579,32,1,26
580,32,1,27
581,32,1,28
582,32,1,29
583,32,1,30
584,32,1,31
585,32,1,32
586,32,1,33
587,32,1,34
588,32,1,35
589,32,1,36
590,32,1,37
591,32,1,38
592,32,1,39
593,32,1,40
594,33,1,1
595,33,1,2
596,33,1,3
597,33,1,4
598,33,1,5
599,33,1,6
600,33,1,7
601,33,1,8
602,33,1,9
603,33,1,10
604,33,1,11
605,33,1,12
606,33,1,13
607,33,1,14
608,33,1,15
609,33,1,16
610,33,1,17
611,33,1,18
612,33,1,19
613,33,1,20
614,33,1,21
615,33,1,22
616,33,1,23
617,33,1,24
618,33,1,25
619,33,1,26
620,33,1,27
621,33,1,28
622,33,1,29
623,33,1,30
624,33,1,31
625,33,1,32
626,33,1,33
627,33,1,34
628,33,1,35
629,33,1,36
630,33,1,37
631,33,1,38
632,33,1,39
633,33,1,40
634,34,1,1
635,34,1,2
636,34,1,3
637,34,1,4
638,34,1,5
639,34,1,6
640,34,1,7
641,34,1,8
642,34,1,9
643,34,1,10
644,34,1,11
645,34,1,12
646,34,1,13
647,34,1,14
648,34,1,15
649,34,1,16
650,34,1,17
651,34,1,18
652,34,1,19
653,34,1,20
654,34,1,21
655,34,1,22
656,34,1,23
657,34,1,24
658,34,1,25
659,34,1,26
660,34,1,27
661,34,1,28
662,34,1,29
663,34,1,30
664,34,1,31
665,35,1,1
666,35,1,2
667,35,1,3
668,35,1,4
669,35,1,5
670,35,1,6
671,35,1,7
672,35,1,8
673,35,1,9
674,35,1,10
675,35,1,11
676,35,1,12
677,35,1,13
678,35,1,14
679,36,1,1
680,36,1,2
681,36,1,3
682,36,1,4
683,36,1,5
684,36,1,6
685,36,1,7
686,36,1,8
687,36,1,9
688,36,1,10
689,36,1,11
690,36,1,12
691,36,1,13
692,36,1,14
693,36,1,15
694,36,1,16
695,36,1,17
696,36,1,18
697,36,1,19
698,36,1,20
699,36,1,21
700,36,1,22
701,36,1,23
702,36,1,24
703,36,1,25
704,36,1,26
705,36,1,27
706,36,1,28
707,36,1,29
708,36,1,30
709,36,1,31
710,36,1,32
711,36,1,33
712,36,1,34
713,36,1,35
714,36,1,36
715,36,1,37
716,36,1,38
717,37,1,1
718,37,1,2
719,37,1,3
720,37,1,4
721,37,1,5
722,37,1,6
723,37,1,7
724,37,1,8
725,37,1,9
726,37,1,10
727,37,1,11
728,37,1,12
729,37,1,13
730,37,1,14
731,37,1,15
732,37,1,16
733,37,1,17
734,37,1,18
735,37,1,19
736,37,1,20
737,37,1,21
738,37,1,22
739,37,1,23
740,37,1,24
741,37,1,25
742,37,1,26
743,37,1,27
744,37,1,28
745,37,1,29
746,38,1,1
747,38,1,2
748,38,1,3
749,38,1,4
750,38,1,5
751,38,1,6
752,38,1,7
753,38,1,8
754,38,1,9
755,38,1,10
756,38,1,11
757,38,1,12
758,38,1,13
759,38,1,14
760,38,1,15
761,38,1,16
762,38,1,17
763,38,1,18
764,38,1,19
765,38,1,20
766,38,1,21
767,38,1,22
768,38,1,23
769,38,1,24
770,39,1,1
771,39,1,2
772,39,1,3
773,39,1,4
774,39,1,5
775,39,1,6
776,39,1,7
777,39,1,8
778,39,1,9
779,39,1,10
780,39,1,11
781,39,1,12
782,39,1,13
783,39,1,14
784,39,1,15
785,39,1,16
786,39,1,17
787,39,1,18
788,39,1,19
789,39,1,20
790,39,1,21
791,39,1,22
792,39,1,23
793,39,1,24
794,40,1,1
795,40,1,2
796,40,1,3
797,40,1,4
798,40,1,5
799,40,1,6
800,40,1,7
801,40,1,8
802,41,1,1
803,41,1,2
804,41,1,3
805,41,1,4
806,41,1,5
807,41,1,6
808,41,1,7
809,41,1,8
810,42,1,1
811,42,1,2
812,42,1,3
813,42,1,4
814,42,1,5
815,42,1,6
816,42,1,7
817,42,1,8
818,42,1,9
819,42,1,10
820,42,1,11
821,42,1,12
822,42,1,13
823,42,1,14
824,42,1,15
825,42,1,16
826,42,1,17
827,42,1,18
828,42,1,19
829,42,1,20
830,42,1,21
831,42,1,22
832,42,1,23
833,43,1,1
834,43,1,2
835,43,1,3
836,43,1,4
837,43,1,5
838,43,1,6
839,43,1,7
840,43,1,8
841,44,1,1
842,44,1,2
843,44,1,3
844,44,1,4
845,44,1,5
846,44,1,6
847,45,1,1
848,45,1,2
849,45,1,3
850,45,1,4
851,45,1,5
